,__type,TokenName,Symbol,ContractAddress,Balance,Price,Change24H,Value,Ens,Address,Followers
7,BlockEther.AssetResponseModel,SOS,SOS,"
0x3b484b82567a09e2588a13d54d032153f0c0aee0",44653341.2624,$0.000004 (0.000000 ETH), 15.76%,$166.11 (0.054118 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
8,BlockEther.AssetResponseModel,Livepeer Tok...,LPT,"
0x58b6a8a3302369daec383334672404ee733ab239",2.242260376625581057,$33.35 (0.010865 ETH), 9.96%,$74.78 (0.024363 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
9,BlockEther.AssetResponseModel,Dai Stableco...,DAI,"
0x6b175474e89094c44da98b954eedeac495271d0f",26.4593093045744874...,$0.999752 (0.000326 ETH), 0.09%,$26.45 (0.008618 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
10,BlockEther.AssetResponseModel,YUP,YUP,"
0x69bBC3F8787d573F1BBDd0a5f40C7bA0Aee9BCC9",25,$0.565926 (0.000184 ETH), 1.92%,$14.15 (0.004609 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
11,BlockEther.AssetResponseModel,CANDY,CANDY,"
0xf2eab3a2034d3f6b63734d2e08262040e3ff7b48",13848,$0.000036 (0.000000 ETH),--,$0.50 (0.000162 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
12,BlockEther.AssetResponseModel,VIN,VIN,"
0xf3e014fe81267870624132ef3a646b8e83853a96",7.77,$0.004895 (0.000002 ETH), 4.66%,$0.04 (0.000012 ETH),cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
13,BlockEther.AssetResponseModel,BURN ALPHA N...,NOVEL,"
0x95d0A89943E0e3e05d290Fc07462c148EB6a11Ff",500,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
14,BlockEther.AssetResponseModel,Ethereum: Th...,INFINI...,"
0xff2f509668048d4fde4f40fedab3334ce104a39b",1000,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
15,BlockEther.AssetResponseModel,Lion DAO,LION,"
0xD8Aaa606DBA50F7615Db4EBF0E439AF062BEfEb3",100,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
16,BlockEther.AssetResponseModel,WxFi.io,WxFi.i...,"
0xd667a84005975eef906e980f200541974a8c9766",300000,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
17,BlockEther.AssetResponseModel,Mirror Write...,WRITE,"
0x622236bb180256b6ae1a935dae08dc0356141632",0.06772729024,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
18,BlockEther.AssetResponseModel,xRES.org,xRES.o...,"
0xb3d608c31ACa7a1c7D6DAcec5978E5493181b67A",61974.99,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
19,BlockEther.AssetResponseModel,GP,GP,"
0x38Ec27c6F05a169e7eD03132bcA7d0cfeE93C2C5",2414.00338647095736...,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
20,BlockEther.AssetResponseModel,Up1.org,Up1.or...,"
0xF9d25EB4C75ed744596392cf89074aFaA43614a8",66527,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
21,BlockEther.AssetResponseModel,Avocado,AVO,"
0xfa6f7881e52fdf912c4a285d78a3141b089ce859",100000000,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
22,BlockEther.AssetResponseModel,Unicorn Cand...,Candy,"
0xcd3673af09e76c74d889aabab68ca0645566a3a1",25,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
23,BlockEther.AssetResponseModel,iBuildApp Ne...,IBA,"
0xef88808d0fbb5c0c2c89f6d9b45eda53c0150993",5,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
24,BlockEther.AssetResponseModel,Tronix,TRX,"
0xf230b790e05390fc8295f4d3f60332c93bed42e2",69,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
25,BlockEther.AssetResponseModel,An Etheal Pr...,HEALP,"
0x7b2f9706cd8473b4f5b7758b0171a9933fc6c4d6",911,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
26,BlockEther.AssetResponseModel,Bulleon Prom...,BULLEO...,"
0xd4de05944572d142fbf70f3f010891a35ac15188",365,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
27,BlockEther.AssetResponseModel,Veil Ether,Veil E...,"
0x53b04999c1ff2d77fcdde98935bb936a67209e4c",0.14142,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
28,BlockEther.AssetResponseModel,Virtual Augu...,VSHARE,"
0x52bd079251e4aff2f7c0d73bbef8ed01f561629f",0.00001,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
29,BlockEther.AssetResponseModel,Coin-coin co...,CC coi...,"
0x7f3eab3491ed282197038f1b89ca33d7e5adffba",1000,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
30,BlockEther.AssetResponseModel,Asure,ASR,"
0x15dfc197e7ac7d81a07250b5bdebaa96fc1c5dfa",200,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
31,BlockEther.AssetResponseModel,KickToken,KICK,"
0xc12d1c73ee7dc3615ba4e37e4abfdbddfa38907e",888888,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
32,BlockEther.AssetResponseModel,Cash Monet T...,NEUE-0...,"
0xa776C68e5D198cA4983A47792A9CCA6273Ec24f0",1,-,--,-,cdixon.eth,0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,778400
